_id,APPLICATION_,STATUS,X,Y,WARD_NAME,Watercourse_Viol,Wetland_Viol,Overall_Status,Violation_Type
4,19 243760 NNY 18 SA,Under Review ,311286.700000000011642,4850023.054999999701977,Willowdale,NO,NO,PASS,None
20,26 185667 STE 12 SA,Under Review ,313320.629000000015367,4838537.923000000417233,Toronto-St. Paul's,NO,NO,PASS,None
24,21 230437 ESC 24 CD,Under Review ,329257.305999999982305,4847139.553000000305474,Scarborough-Guildwood,NO,NO,PASS,None
25,21 232282 STE 10 CD,Under Review ,313752.896999999997206,4833899.730000000447035,Spadina-Fort York,NO,NO,PASS,None
40,18 246307 NNY 24 SA,Under Review ,313280.844999999972060,4850261.684000000357628,Willowdale,NO,NO,PASS,None
50,22 124213 STE 13 SA,Under Review ,315050.599999999976717,4835100.502999999560416,Toronto Centre,NO,NO,PASS,None
65,19 155807 STE 12 SA,Under Review ,313351.172000000020489,4838430.008000000379980,Toronto-St. Paul's,NO,NO,PASS,None
66,19 264619 WET 01 OZ,Under Review ,297838.157000000006519,4845410.117999999783933,Etobicoke North,NO,NO,PASS,None
70,22 162241 STE 11 SA,Under Review ,313927.771000000007916,4834819.486999999731779,University-Rosedale,NO,NO,PASS,None
82,17 112623 NNY 15 SB,Under Review ,309394.831999999994878,4842439.116000000387430,Eglinton-Lawrence,NO,NO,PASS,None
83,17 112623 NNY 15 SB,Under Review ,309308.059000000008382,4842347.905000000260770,Eglinton-Lawrence,NO,NO,PASS,None
84,17 112623 NNY 15 SB,Under Review ,309218.575000000011642,4842375.972000000067055,Eglinton-Lawrence,NO,NO,PASS,None
85,17 112623 NNY 15 SB,Under Review ,309578.592999999993481,4842479.791000000201166,Eglinton-Lawrence,NO,NO,PASS,None
112,18 171352 NNY 23 SA,Under Review ,311523.239000000001397,4848165.019000000320375,Willowdale,NO,NO,PASS,None
121,25 233767 STE 13 CD,Under Review ,314535.907999999995809,4834902.792000000365078,Toronto Centre,NO,NO,PASS,None
122,25 257536 NNY 18 OZ,Under Review ,311316.407000000006519,4848620.697999999858439,Willowdale,NO,NO,PASS,None
129,21 235323 STE 13 CD,Under Review ,315590.360999999975320,4834674.944000000134110,Toronto Centre,NO,NO,PASS,None
130,21 231690 NNY 18 CD,Under Review ,311286.700000000011642,4850023.054999999701977,Willowdale,NO,NO,PASS,None
141,20 126608 WET 02 SA,Under Review ,300570.787000000011176,4837030.559000000357628,Etobicoke Centre,NO,NO,PASS,None
164,21 232674 WET 05 SA,Under Review ,305664.538999999989755,4838437.018000000156462,York South-Weston,NO,NO,PASS,None
165,21 232674 WET 05 SA,Under Review ,305667.892999999981839,4838443.474000000394881,York South-Weston,NO,NO,PASS,None
167,21 251322 NNY 18 SA,Under Review ,312256.987000000022817,4846399.958999999798834,Willowdale,NO,NO,PASS,None
171,21 237238 NNY 15 SA,Under Review ,314484.173999999999069,4841001.097000000067055,Don Valley West,NO,NO,PASS,None
172,22 140154 NNY 17 SA,Under Review ,318762.889000000024680,4847997.622000000439584,Don Valley North,NO,NO,PASS,None
174,25 189579 ESC 21 OZ,Application Received,320837.299999999988358,4847511.969999999739230,Scarborough Centre,NO,NO,PASS,None
175,25 236994 NNY 15 SA,Under Review ,314278.190999999991618,4844259.644000000320375,Don Valley West,NO,NO,PASS,None
176,25 206513 NNY 08 OZ,Under Review ,309145.206000000005588,4841247.809000000357628,Eglinton-Lawrence,NO,NO,PASS,None
178,21 226321 STE 13 SB,Under Review ,315557.471000000019558,4834452.464999999850988,Toronto Centre,NO,NO,PASS,None
181,23 172335 ESC 21 OZ,Under Review,320998.093999999982771,4842848.979000000283122,Scarborough Centre,NO,NO,PASS,None
195,21 230126 STE 13 CD,Under Review ,315284.496999999973923,4834147.868999999947846,Toronto Centre,NO,NO,PASS,None
254,24 235912 NNY 08 SB,Under Review ,307714.125999999989290,4839429.900000000372529,Eglinton-Lawrence,NO,NO,PASS,None
286,25 222153 WET 05 OZ,Under Review ,305984.316999999980908,4838173.309000000357628,York South-Weston,NO,NO,PASS,None
307,19 243760 NNY 18 SA,Under Review ,311241.423000000009779,4850069.300999999977648,Willowdale,NO,NO,PASS,None
313,25 141826 NNY 08 OZ,Under Review ,309570.114999999990687,4840468.581000000238419,Eglinton-Lawrence,NO,NO,PASS,None
314,25 243191 WET 02 SA,Under Review ,299616.625000000000000,4832559.595999999903142,Etobicoke Centre,NO,NO,PASS,None
332,25 259679 STE 13 OZ,Under Review ,314835.261999999987893,4834331.713000000454485,Toronto Centre,NO,NO,PASS,None
335,22 242949 WET 05 SA,Under Review ,303525.951000000000931,4839795.688000000081956,York South-Weston,NO,NO,PASS,None
348,25 257615 WET 07 SA,Under Review,302674.195999999996275,4842322.268000000156462,Humber River-Black Creek,NO,NO,PASS,None
356,25 151165 NNY 15 OZ,Under Review ,313952.477000000013504,4846029.502000000327826,Don Valley West,NO,NO,PASS,None
368,22 139108 WET 05 SA,Under Review ,305707.761999999987893,4840426.275999999605119,York South-Weston,NO,NO,PASS,None
369,22 192722 NNY 08 SB,Under Review ,308371.966000000014901,4841495.865000000223517,Eglinton-Lawrence,NO,NO,PASS,None
370,22 241465 ESC 21 OZ,Under Review ,324263.493000000016764,4848286.541000000201166,Scarborough Centre,NO,NO,PASS,None
374,25 187962 STE 13 SA,Under Review ,315190.445999999996275,4835486.233000000007451,Toronto Centre,NO,NO,PASS,None
376,25 121712 STE 12 SA,Under Review ,313165.170999999972992,4838947.849000000394881,Toronto-St. Paul's,NO,NO,PASS,None
380,21 227802 STE 12 SB,Under Review ,313462.090000000025611,4838370.842000000178814,Toronto-St. Paul's,NO,NO,PASS,None
382,21 205938 STE 09 SA,Under Review ,309245.469999999972060,4835089.279000000096858,Davenport,NO,NO,PASS,None
403,21 239771 STE 10 SA,Under Review ,312430.208999999973457,4833265.070000000298023,Spadina-Fort York,NO,NO,PASS,None
409,21 213763 WET 03 SA,Under Review ,300632.706999999994878,4832131.259999999776483,Etobicoke-Lakeshore,NO,NO,PASS,None
410,10 320052 NNY 34 SA,Under Review ,320238.272999999986496,4842424.202999999746680,Don Valley East,NO,NO,PASS,None
424,21 242694 NNY 08 CD,Under Review ,309338.614000000001397,4840624.800999999977648,Eglinton-Lawrence,NO,NO,PASS,None
442,24 243649 STE 10 SA,Under Review ,313449.666000000026543,4834007.811999999918044,Spadina-Fort York,NO,NO,PASS,None
458,20 209468 NNY 18 SA,Under Review ,311642.098999999987427,4849228.480999999679625,Willowdale,NO,NO,PASS,None
463,21 235904 STE 13 SB,Under Review ,314360.590000000025611,4835988.854000000283122,Toronto Centre,NO,NO,PASS,None
466,22 170530 NNY 08 SA,Under Review ,312835.809000000008382,4840848.768000000156462,Eglinton-Lawrence,NO,NO,PASS,None
468,25 140807 STE 13 SA,Under Review ,314640.275000000023283,4834028.578999999910593,Toronto Centre,NO,NO,PASS,None
469,26 161475 STE 14 SB,Under Review ,316960.943000000028405,4834087.480999999679625,Toronto-Danforth,NO,NO,PASS,None
470,25 251663 NNY 08 SB,Under Review ,309350.164999999979045,4841899.793999999761581,Eglinton-Lawrence,NO,NO,PASS,None
480,24 173799 WET 03 SA,Under Review ,304043.196999999985565,4829012.019999999552965,Etobicoke-Lakeshore,NO,NO,PASS,None
481,26 151476 ESC 20 OZ,Under Review ,323328.759000000020023,4843313.888000000268221,Scarborough Southwest,NO,NO,PASS,None
487,22 241863 STE 13 SA,Under Review ,314015.657999999995809,4836095.834999999962747,Toronto Centre,NO,NO,PASS,None
491,23 138247 STE 10 SA,Under Review ,312667.374000000010710,4833542.405000000260770,Spadina-Fort York,NO,NO,PASS,None
493,25 102470 STE 13 SA,Under Review ,314474.744999999995343,4834763.167000000365078,Toronto Centre,NO,NO,PASS,None
496,11 120956 NNY 34 SB,Under Review ,320238.272999999986496,4842424.202999999746680,Don Valley East,NO,NO,PASS,None
532,20 225403 NNY 17 PL,Under Review ,318762.889000000024680,4847997.622000000439584,Don Valley North,NO,NO,PASS,None
535,23 128433 ESC 21 OZ,Under Review ,320837.299999999988358,4847511.969999999739230,Scarborough Centre,NO,NO,PASS,None
550,25 239940 STE 13 OZ,Under Review ,314939.753000000026077,4835315.589999999850988,Toronto Centre,NO,NO,PASS,None
564,20 215681 ESC 22 OZ,Under Review ,319738.483999999996740,4848352.259999999776483,Scarborough-Agincourt,NO,NO,PASS,None
570,22 137869 STE 12 SA,Under Review ,313515.588999999978114,4837743.376000000163913,Toronto-St. Paul's,NO,NO,PASS,None
588,24 218595 NNY 18 SA,Under Review ,311523.239000000001397,4848165.019000000320375,Willowdale,NO,NO,PASS,None
621,22 150557 ESC 22 SA,Under Review ,321495.760999999998603,4851196.207999999634922,Scarborough-Agincourt,NO,NO,PASS,None
625,25 191649 STE 12 SA,Under Review ,312925.357000000018161,4840197.968000000342727,Toronto-St. Paul's,NO,NO,PASS,None
627,21 176811 WET 05 SA,Under Review ,307532.326999999990221,4836662.610999999567866,York South-Weston,NO,NO,PASS,None
628,21 176811 WET 05 SA,Under Review ,307524.896999999997206,4836664.718000000342727,York South-Weston,NO,NO,PASS,None
632,20 219677 STE 09 SA,Under Review ,308369.422000000020489,4836470.547000000253320,Davenport,NO,NO,PASS,None
636,21 220581 NNY 17 SB,Under Review ,319110.558000000019092,4847722.521999999880791,Don Valley North,NO,NO,PASS,None
645,21 234412 STE 10 CD,Under Review ,313302.467000000004191,4833710.711000000126660,Spadina-Fort York,NO,NO,PASS,None
661,22 128941 STE 19 SA,Under Review ,320552.652999999991152,4836071.286000000312924,Beaches-East York,NO,NO,PASS,None
689,24 251716 STE 19 SA,Under Review ,319883.907999999995809,4838235.616000000387430,Beaches-East York,NO,NO,PASS,None
690,24 251716 STE 19 SA,Under Review ,319938.992000000027474,4838260.145999999716878,Beaches-East York,NO,NO,PASS,None
692,23 174316 WET 05 SA,Under Review ,305345.358999999996740,4838537.739000000059605,York South-Weston,NO,NO,PASS,None
699,24 224540 NNY 08 SA,Under Review ,308192.922000000020489,4842206.415000000037253,Eglinton-Lawrence,NO,NO,PASS,None
700,22 147264 WET 03 CD,Under Review ,305733.364999999990687,4832944.258000000379980,Etobicoke-Lakeshore,NO,NO,PASS,None
701,21 205323 NNY 08 SA,Under Review ,309338.614000000001397,4840624.800999999977648,Eglinton-Lawrence,NO,NO,PASS,None
710,21 178726 STE 11 SA,Under Review ,313087.397999999986496,4837000.553000000305474,University-Rosedale,NO,NO,PASS,None
721,21 247614 ESC 25 OZ,Under Review ,331838.382999999972526,4851761.646999999880791,Scarborough-Rouge Park,NO,NO,PASS,None
731,25 265324 NNY 17 OZ,Under Review ,314129.319000000017695,4847323.882000000216067,Don Valley North,NO,NO,PASS,None
735,25 251726 WET 05 PL,Under Review ,304550.871999999973923,4836035.428000000305474,York South-Weston,NO,NO,PASS,None
736,19 209047 ESC 22 OZ,Under Review ,320505.126999999978580,4853498.792000000365078,Scarborough-Agincourt,NO,NO,PASS,None
748,22 138558 STE 04 SA,Under Review ,307317.141999999992549,4832597.236999999731779,Parkdale-High Park,NO,NO,PASS,None
764,25 102468 STE 13 OZ,Under Review ,314474.744999999995343,4834763.167000000365078,Toronto Centre,NO,NO,PASS,None
785,13 173064 NNY 34 SA,Under Review ,317989.233999999996740,4843241.741999999620020,Don Valley East,NO,NO,PASS,None
815,14 131902 000 00 CD,Application Received,317218.101000000024214,4843433.633000000379980,Don Valley East,NO,NO,PASS,None
852,26 129467 STE 04 SA,Under Review ,306367.254000000015367,4835986.690999999642372,Parkdale-High Park,NO,NO,PASS,None
858,22 170531 NNY 08 OZ,Under Review ,312835.809000000008382,4840848.768000000156462,Eglinton-Lawrence,NO,NO,PASS,None
869,09 105794 WET 06 SA,Under Review ,306307.266000000003260,4831191.366999999620020,Etobicoke-Lakeshore,NO,YES,FAIL,Wetland
880,21 196867 STE 09 SB,Under Review ,307704.583999999973457,4836762.542000000365078,Davenport,NO,NO,PASS,None
892,22 184086 NNY 16 SA,Under Review ,317839.782999999995809,4841886.303000000305474,Don Valley East,NO,NO,PASS,None
898,22 145695 STE 14 OZ,Under Review ,319070.913000000000466,4836193.803999999538064,Toronto-Danforth,NO,NO,PASS,None
906,24 254930 ESC 20 OZ,Under Review ,321930.385999999998603,4838671.190999999642372,Scarborough Southwest,NO,NO,PASS,None
924,21 230437 ESC 24 CD,Under Review ,329304.251999999978580,4847173.218000000342727,Scarborough-Guildwood,NO,NO,PASS,None
925,21 232282 STE 10 CD,Under Review ,313827.635000000009313,4833924.353000000119209,Spadina-Fort York,NO,NO,PASS,None
926,21 232282 STE 10 CD,Under Review ,313713.038000000000466,4833906.411999999545515,Spadina-Fort York,NO,NO,PASS,None
931,22 119164 STE 10 SA,Under Review ,313890.794999999983702,4834050.158999999985099,Spadina-Fort York,NO,NO,PASS,None
947,26 207766 STE 11 OZ,Under Review ,311971.934999999997672,4835741.933000000193715,University-Rosedale,NO,NO,PASS,None
959,23 138692 ESC 21 SA,Under Review ,322552.909999999974389,4843131.225999999791384,Scarborough Centre,NO,NO,PASS,None
960,20 200970 NNY 17 SB,Under Review ,314129.319000000017695,4847323.882000000216067,Don Valley North,NO,NO,PASS,None
967,18 270588 NNY 16 SA,Under Review ,316640.815000000002328,4845911.803000000305474,Don Valley East,NO,NO,PASS,None
972,26 101832 STE 11 OZ,Under Review ,314086.069000000017695,4835017.611999999731779,University-Rosedale,NO,NO,PASS,None
978,21 203752 NNY 08 OZ,Under Review ,308249.359999999986030,4841618.746000000275671,Eglinton-Lawrence,NO,NO,PASS,None
979,21 203752 NNY 08 OZ,Under Review ,308289.750000000000000,4841628.673999999649823,Eglinton-Lawrence,NO,NO,PASS,None
981,22 192721 STE 13 SA,Under Review ,314951.416000000026543,4834491.758999999612570,Toronto Centre,NO,NO,PASS,None
1019,22 141897 STE 14 SA,Under Review ,318835.318000000028405,4835671.231999999843538,Toronto-Danforth,NO,NO,PASS,None
1027,24 174001 ESC 24 OZ,Under Review ,326393.483999999996740,4848079.933000000193715,Scarborough-Guildwood,NO,NO,PASS,None
1052,26 121464 NNY 18 SA,Under Review ,313254.615999999979977,4850464.816999999806285,Willowdale,NO,NO,PASS,None
1063,18 156478 NNY 09 SB,Under Review ,308138.726000000024214,4843224.608000000007451,York Centre,NO,NO,PASS,None
1064,19 240802 WET 01 PL,Under Review ,298279.664999999979045,4837722.258999999612570,Etobicoke North,YES,NO,FAIL,Watercourse
1092,21 214130 STE 11 SA,Under Review ,313670.593999999982771,4836593.174999999813735,University-Rosedale,NO,NO,PASS,None
1097,26 131938 ESC 22 OZ,Under Review ,321105.175999999977648,4848794.088000000454485,Scarborough-Agincourt,NO,NO,PASS,None
1100,22 170531 NNY 08 OZ,Under Review ,312798.843999999982771,4840840.009999999776483,Eglinton-Lawrence,NO,NO,PASS,None
1115,19 186166 WET 02 OZ,Under Review ,296237.200000000011642,4833893.814000000245869,Etobicoke Centre,YES,NO,FAIL,Watercourse
1141,26 212314 NNY 18 SA,Application Received,312218.016999999992549,4848876.213999999687076,Willowdale,NO,NO,PASS,None
1145,25 264514 NNY 08 OZ,Under Review ,309587.693000000028405,4840400.097000000067055,Eglinton-Lawrence,NO,NO,PASS,None
1155,19 263722 ESC 24 SA,Under Review ,329304.251999999978580,4847173.218000000342727,Scarborough-Guildwood,NO,NO,PASS,None
1158,22 194895 STE 12 SA,Under Review ,311240.374000000010710,4837912.025999999605119,Toronto-St. Paul's,NO,NO,PASS,None
1161,21 226321 STE 13 SB,Under Review ,315513.297000000020489,4834501.252000000327826,Toronto Centre,NO,NO,PASS,None
1162,23 172335 ESC 21 OZ,Under Review,320941.718999999982771,4842879.116999999620020,Scarborough Centre,NO,NO,PASS,None
1163,25 162109 WET 02 OZ,Under Review ,298963.058000000019092,4834467.832999999634922,Etobicoke Centre,NO,NO,PASS,None
1165,19 264673 STE 10 SA,Under Review ,313302.467000000004191,4833710.711000000126660,Spadina-Fort York,NO,NO,PASS,None
1167,21 133565 WET 03 SA,Under Review ,303527.076000000000931,4833905.368999999947846,Etobicoke-Lakeshore,YES,NO,FAIL,Watercourse
1170,21 228596 STE 09 SB,Under Review ,307397.728999999992084,4837415.116000000387430,Davenport,NO,NO,PASS,None
1173,22 196930 STE 11 SA,Under Review ,313248.132999999972526,4835191.629999999888241,University-Rosedale,NO,NO,PASS,None
1177,25 102468 STE 13 OZ,Under Review ,314469.489999999990687,4834777.991999999620020,Toronto Centre,NO,NO,PASS,None
1193,24 242246 NNY 08 OZ,Under Review ,307681.216000000014901,4839275.961000000126660,Eglinton-Lawrence,NO,NO,PASS,None
1195,23 172397 ESC 21 SB,Under Review ,320941.718999999982771,4842879.116999999620020,Scarborough Centre,NO,NO,PASS,None
1205,24 248822 NNY 08 OZ,Under Review ,308192.922000000020489,4842206.415000000037253,Eglinton-Lawrence,NO,NO,PASS,None
1208,25 214767 NNY 18 OZ,Under Review ,310834.429999999993015,4846257.669999999925494,Willowdale,NO,NO,PASS,None
1234,19 193057 STE 04 SA,Under Review ,310157.565999999991618,4832783.980000000447035,Parkdale-High Park,NO,NO,PASS,None
1242,21 234399 STE 10 SB,Under Review ,316160.333999999973457,4834187.542999999597669,Spadina-Fort York,NO,NO,PASS,None
1243,19 211950 WET 05 SA,Under Review ,307428.255999999993946,4836707.787999999709427,York South-Weston,NO,NO,PASS,None
1244,21 229500 WET 03 CD,Under Review ,302452.374000000010710,4833300.029000000096858,Etobicoke-Lakeshore,NO,NO,PASS,None
1246,22 170530 NNY 08 SA,Under Review ,312798.843999999982771,4840840.009999999776483,Eglinton-Lawrence,NO,NO,PASS,None
1262,16 211488 WET 05 SA,Under Review ,305667.119000000006054,4832913.984000000171363,Etobicoke-Lakeshore,NO,NO,PASS,None
1263,17 112623 NNY 15 SB,Under Review ,309455.422000000020489,4842411.656999999657273,Eglinton-Lawrence,NO,NO,PASS,None
1264,17 112623 NNY 15 SB,Under Review ,309521.695999999996275,4842476.116999999620020,Eglinton-Lawrence,NO,NO,PASS,None
1265,17 112623 NNY 15 SB,Under Review ,309272.266000000003260,4842350.752000000327826,Eglinton-Lawrence,NO,NO,PASS,None
1285,21 225328 STE 13 CD,Under Review ,314416.275000000023283,4835814.567999999970198,Toronto Centre,NO,NO,PASS,None
1290,26 161475 STE 14 SB,Under Review ,317056.329000000027008,4834144.468999999575317,Toronto-Danforth,NO,NO,PASS,None
1291,21 250708 STE 10 SA,Under Review ,313032.423000000009779,4833951.416000000201166,Spadina-Fort York,NO,NO,PASS,None
1292,19 263645 STE 10 SA,Under Review ,316160.333999999973457,4834187.542999999597669,Spadina-Fort York,NO,NO,PASS,None
1297,21 220587 NNY 17 SA,Under Review ,319110.558000000019092,4847722.521999999880791,Don Valley North,NO,NO,PASS,None
1298,23 151345 ESC 21 SA,Under Review ,322388.532999999995809,4843466.081000000238419,Scarborough Centre,NO,NO,PASS,None
1299,25 117375 STE 14 SA,Under Review ,317165.705000000016298,4838022.535000000149012,Toronto-Danforth,NO,NO,PASS,None
1306,16 209876 ESC 44 OZ,Under Review ,330138.553000000014435,4849581.694000000134110,Scarborough-Rouge Park,NO,NO,PASS,None
1320,22 241943 NNY 08 SA,Under Review ,309376.662000000011176,4840618.898000000044703,Eglinton-Lawrence,NO,NO,PASS,None
1328,23 137642 WET 05 SA,Under Review ,313774.184000000008382,4833616.086000000126660,Spadina-Fort York,NO,NO,PASS,None
1335,26 202543 STE 12 SA,Under Review ,311887.738000000012107,4838620.110000000335276,Toronto-St. Paul's,NO,NO,PASS,None
1341,26 124085 WET 05 OZ,Under Review ,306702.212999999988824,4836416.405000000260770,York South-Weston,NO,NO,PASS,None
1342,26 124085 WET 05 OZ,Under Review ,306635.572999999974854,4836407.418999999761581,York South-Weston,NO,NO,PASS,None
1343,25 261353 NNY 17 OZ,Under Review ,318427.604999999981374,4847682.091000000014901,Don Valley North,NO,NO,PASS,None
1346,21 229987 STE 11 SA,Under Review ,313127.240999999979977,4837043.760999999940395,University-Rosedale,NO,NO,PASS,None
1347,21 172654 STE 10 OZ,Under Review ,312579.348999999987427,4833836.583999999798834,Spadina-Fort York,NO,NO,PASS,None
1350,25 242829 STE 13 SA,Under Review ,316215.466000000014901,4834765.087000000290573,Toronto Centre,NO,NO,PASS,None
1351,26 151476 ESC 20 OZ,Under Review ,323354.509000000020023,4843282.008999999612570,Scarborough Southwest,NO,NO,PASS,None
1356,22 184086 NNY 16 SA,Under Review ,317860.853000000002794,4841905.440000000409782,Don Valley East,NO,NO,PASS,None
1372,22 140254 STE 09 SA,Under Review ,307754.797000000020489,4836640.641999999992549,Davenport,NO,NO,PASS,None
1376,21 201846 STE 09 SA,Under Review ,308966.583999999973457,4835011.758999999612570,Davenport,NO,NO,PASS,None
1395,26 148240 STE 11 OZ,Under Review ,314068.810999999986961,4836554.207999999634922,University-Rosedale,NO,NO,PASS,None
1425,26 190856 STE 12 SA,Under Review ,311056.563000000023749,4838163.042999999597669,Toronto-St. Paul's,NO,NO,PASS,None
1437,21 171254 STE 10 SA,Under Review ,313623.146999999997206,4834128.476999999955297,Spadina-Fort York,NO,NO,PASS,None
1442,20 230363 ESC 20 SB,Under Review ,322905.822999999974854,4841680.973000000230968,Scarborough Southwest,NO,NO,PASS,None
1452,21 203254 STE 13 SA,Under Review ,314116.505999999993946,4835753.190999999642372,Toronto Centre,NO,NO,PASS,None
1453,21 245328 STE 12 SA,Under Review ,310895.184999999997672,4837460.959999999962747,Toronto-St. Paul's,NO,NO,PASS,None
1455,22 160113 WET 02 SA,Under Review ,304056.268999999971129,4835510.183000000193715,Etobicoke Centre,NO,NO,PASS,None
1484,21 124972 NNY 18 SA,Under Review ,310377.773999999975786,4848308.871000000275671,Willowdale,NO,NO,PASS,None
1487,22 145694 STE 14 SA,Under Review ,319070.913000000000466,4836193.803999999538064,Toronto-Danforth,NO,NO,PASS,None
1490,22 140038 STE 09 SA,Under Review ,307704.583999999973457,4836762.542000000365078,Davenport,NO,NO,PASS,None
1497,22 139638 WET 07 SA,Under Review ,304618.305999999982305,4846778.907999999821186,Humber River-Black Creek,NO,NO,PASS,None
1498,23 170868 ESC 23 SA,Under Review ,324307.816999999980908,4849866.837000000290573,Scarborough North,NO,NO,PASS,None
1521,24 229311 WET 05 CD,Under Review ,304550.871999999973923,4836035.428000000305474,York South-Weston,NO,NO,PASS,None
1532,23 138783 WET 03 SA,Under Review ,304963.844999999972060,4830496.685999999754131,Etobicoke-Lakeshore,NO,NO,PASS,None
1533,24 143845 NNY 18 SA,Under Review,311996.934000000008382,4846331.294999999925494,Willowdale,NO,NO,PASS,None
1553,21 120368 STE 12 SA,Under Review ,311737.846000000019558,4840148.855000000447035,Toronto-St. Paul's,NO,NO,PASS,None
1557,22 229719 STE 13 SA,Under Review ,314883.695999999996275,4835224.779000000096858,Toronto Centre,NO,NO,PASS,None
1558,22 241863 STE 13 SA,Under Review ,314007.831000000005588,4836119.967000000178814,Toronto Centre,NO,NO,PASS,None
1560,25 102470 STE 13 SA,Under Review ,314469.489999999990687,4834777.991999999620020,Toronto Centre,NO,NO,PASS,None
1565,21 231690 NNY 18 CD,Under Review ,311214.701000000000931,4850004.141999999992549,Willowdale,NO,NO,PASS,None
1566,22 180536 WET 05 SA,Under Review ,307428.255999999993946,4836707.787999999709427,York South-Weston,NO,NO,PASS,None
1567,21 235961 NNY 15 SB,Under Review ,316133.580000000016298,4841414.270999999716878,Don Valley West,NO,NO,PASS,None
1580,25 121712 STE 12 SA,Under Review ,313179.479999999981374,4838914.308000000193715,Toronto-St. Paul's,NO,NO,PASS,None
1587,26 115080 WET 01 SA,Under Review ,296362.348999999987427,4844483.462000000290573,Etobicoke North,NO,NO,PASS,None
1588,24 197629 NNY 06 SA,Under Review ,305503.832999999984168,4848458.788999999873340,York Centre,NO,NO,PASS,None
1607,25 267189 WET 05 OZ,Under Review ,303213.331999999994878,4839877.264999999664724,York South-Weston,NO,NO,PASS,None
1618,21 226317 STE 13 SA,Under Review ,315513.297000000020489,4834501.252000000327826,Toronto Centre,NO,NO,PASS,None
1625,21 203752 NNY 08 OZ,Under Review ,308358.260999999998603,4841716.524000000208616,Eglinton-Lawrence,NO,NO,PASS,None
1630,26 165304 ESC 20 OZ,Under Review ,322189.134000000020023,4838613.372000000439584,Scarborough Southwest,NO,NO,PASS,None
1637,25 138195 NNY 18 SB,Under Review ,310377.773999999975786,4848308.871000000275671,Willowdale,NO,NO,PASS,None
1647,21 204526 STE 13 SA,Under Review ,314640.275000000023283,4834028.578999999910593,Toronto Centre,NO,NO,PASS,None
1648,21 204526 STE 13 SA,Under Review ,314585.875999999989290,4834034.394000000320375,Toronto Centre,NO,NO,PASS,None
1650,21 234388 STE 13 CD,Under Review ,316256.114000000001397,4835442.928999999538064,Toronto Centre,NO,NO,PASS,None
1651,22 138885 STE 11 SA,Under Review ,312479.101000000024214,4836095.629999999888241,University-Rosedale,NO,NO,PASS,None
1657,21 235162 STE 19 SB,Under Review ,319878.684999999997672,4836179.309999999590218,Beaches-East York,NO,NO,PASS,None
1671,19 262757 WET 07 SA,Under Review ,303926.109999999986030,4842474.009999999776483,Humber River-Black Creek,NO,NO,PASS,None
1674,21 229300 WET 03 CD,Under Review ,303527.076000000000931,4833905.368999999947846,Etobicoke-Lakeshore,YES,NO,FAIL,Watercourse
1677,21 231206 NNY 08 SA,Under Review ,311425.767999999981839,4842730.910000000149012,Eglinton-Lawrence,NO,NO,PASS,None
1712,21 220069 WET 05 SB,Under Review ,303213.331999999994878,4839877.264999999664724,York South-Weston,NO,NO,PASS,None
1718,22 120573 NNY 15 PL,Under Review ,315792.626999999978580,4841314.940000000409782,Don Valley West,NO,NO,PASS,None
1720,22 139038 WET 03 SA,Under Review ,303287.427000000025146,4831160.924999999813735,Etobicoke-Lakeshore,NO,NO,PASS,None
1721,23 127950 WET 03 SA,Under Review ,302221.675999999977648,4833039.535000000149012,Etobicoke-Lakeshore,NO,NO,PASS,None
1722,25 129096 STE 12 SA,Under Review ,313595.646000000007916,4839513.609000000171363,Toronto-St. Paul's,NO,NO,PASS,None
1728,25 228933 STE 13 SA,Under Review ,314553.614999999990687,4835926.973000000230968,Toronto Centre,NO,NO,PASS,None
1736,19 243760 NNY 18 SA,Under Review ,311214.701000000000931,4850004.141999999992549,Willowdale,NO,NO,PASS,None
1748,22 175297 WET 02 SA,Under Review ,299924.688000000023749,4832294.987999999895692,Etobicoke Centre,NO,NO,PASS,None
1775,25 270220 WET 03 SA,Under Review ,301098.507999999972526,4833034.058000000193715,Etobicoke-Lakeshore,NO,NO,PASS,None
1790,09 190129 ESC 37 CD,Under Review,319927.477000000013504,4845354.343000000342727,Scarborough Centre,NO,NO,PASS,None
1803,16 211488 WET 05 SA,Under Review ,305642.289999999979045,4832919.987999999895692,Etobicoke-Lakeshore,NO,NO,PASS,None
1808,25 264514 NNY 08 OZ,Under Review ,309581.853999999992084,4840409.052000000141561,Eglinton-Lawrence,NO,NO,PASS,None
1810,24 166781 WET 07 SA,Under Review ,301854.032999999995809,4844860.832000000402331,Humber River-Black Creek,NO,NO,PASS,None
1813,21 235161 STE 19 SA,Under Review ,319878.684999999997672,4836179.309999999590218,Beaches-East York,NO,NO,PASS,None
1823,20 160057 ESC 21 SA,Under Review ,322537.031000000017229,4844882.588999999687076,Scarborough Centre,NO,NO,PASS,None
1830,24 250727 STE 14 SA,Under Review ,317190.308000000019092,4835293.902999999932945,Toronto-Danforth,NO,NO,PASS,None
1847,17 112623 NNY 15 SB,Under Review ,309456.678000000014435,4842461.316999999806285,Eglinton-Lawrence,NO,NO,PASS,None
1848,17 112623 NNY 15 SB,Under Review ,309371.896999999997206,4842338.053000000305474,Eglinton-Lawrence,NO,NO,PASS,None
